Sexo;Comunidad autónoma;Enfermedades;Sí o no;Total
Hombres;Total;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;97,35
Hombres;Total;Diabetes;TOTAL;100
Hombres;Total;Diabetes;Sí;8,19
Hombres;Total;Diabetes;No;91,81
Hombres;Total;Úlcera de estómago o duodeno;TOTAL;100
Hombres;Total;Úlcera de estómago o duodeno;Sí;1,04
Hombres;Total;Úlcera de estómago o duodeno;No;98,96
Hombres;Total;Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Hombres;Total;Incontinencia urinaria o problemas de control de la orina;Sí;2,08
Hombres;Total;Incontinencia urinaria o problemas de control de la orina;No;97,92
Hombres;Total;Colesterol alto;TOTAL;100
Hombres;Total;Colesterol alto;Sí;15,48
Hombres;Total;Colesterol alto;No;84,52
Hombres;Total;Cataratas;TOTAL;100
Hombres;Total;Cataratas;Sí;3,14
Hombres;Total;Cataratas;No;96,86
Hombres;Total;Problemas crónicos de piel;TOTAL;100
Hombres;Total;Problemas crónicos de piel;Sí;3,29
Hombres;Total;Problemas crónicos de piel;No;96,71
Hombres;Total;Estreñimiento crónico;TOTAL;100
Hombres;Total;Estreñimiento crónico;Sí;1,34
Hombres;Total;Estreñimiento crónico;No;98,66
Hombres;Total;Cirrosis, disfunción hepática;TOTAL;100
Hombres;Total;Cirrosis, disfunción hepática;Sí;0,71
Hombres;Total;Cirrosis, disfunción hepática;No;99,29
Hombres;Total;Depresión;TOTAL;100
Hombres;Total;Depresión;Sí;3,23
Hombres;Total;Depresión;No;96,77
Hombres;Total;Ansiedad crónica;TOTAL;100
Hombres;Total;Ansiedad crónica;Sí;3,5
Hombres;Total;Ansiedad crónica;No;96,5
Hombres;Total;Otros problemas mentales;TOTAL;100
Hombres;Total;Otros problemas mentales;Sí;1,68
Hombres;Total;Otros problemas mentales;No;98,32
Hombres;Total;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Hombres;Total;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,56
Hombres;Total;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,44
Hombres;Total;Migraña o dolor de cabeza frecuente;TOTAL;100
Hombres;Total;Migraña o dolor de cabeza frecuente;Sí;3,31
Hombres;Total;Migraña o dolor de cabeza frecuente;No;96,69
Hombres;Total;Hemorroides;TOTAL;100
Hombres;Total;Hemorroides;Sí;2,16
Hombres;Total;Hemorroides;No;97,84
Hombres;Total;Tumores malignos;TOTAL;100
Hombres;Total;Tumores malignos;Sí;1,58
Hombres;Total;Tumores malignos;No;98,42
Hombres;Total;Osteoporosis;TOTAL;100
Hombres;Total;Osteoporosis;Sí;0,69
Hombres;Total;Osteoporosis;No;99,31
Hombres;Total;Problemas de tiroides;TOTAL;100
Hombres;Total;Problemas de tiroides;Sí;1,44
Hombres;Total;Problemas de tiroides;No;98,56
Hombres;Total;Problemas de riñón;TOTAL;100
Hombres;Total;Problemas de riñón;Sí;2,4
Hombres;Total;Problemas de riñón;No;97,6
Hombres;Total;Problemas de próstata (solo hombres);TOTAL;100
Hombres;Total;Problemas de próstata (solo hombres);Sí;4,74
Hombres;Total;Problemas de próstata (solo hombres);No;95,26
Hombres;Total;Problemas del periodo menopáusico (solo mujeres);TOTAL;0
Hombres;Total;Problemas del periodo menopáusico (solo mujeres);Sí;0
Hombres;Total;Problemas del periodo menopáusico (solo mujeres);No;0
Hombres;Total;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Hombres;Total;Lesiones o defectos permanentes causados por un accidente;Sí;3,19
Hombres;Total;Lesiones o defectos permanentes causados por un accidente;No;96,81
Hombres;Andalucía;Tensión alta;TOTAL;100
Hombres;Andalucía;Tensión alta;Sí;19,36
Hombres;Andalucía;Tensión alta;No;80,48
Hombres;Andalucía;Infarto de miocardio;TOTAL;100
Hombres;Andalucía;Infarto de miocardio;Sí;1,52
Hombres;Andalucía;Infarto de miocardio;No;98,48
Hombres;Andalucía;Angina de pecho, enfermedad coronaria;TOTAL;100
Hombres;Andalucía;Angina de pecho, enfermedad coronaria;Sí;1,28
Hombres;Andalucía;Angina de pecho, enfermedad coronaria;No;98,72
Hombres;Andalucía;Otras enfermedades del corazón;TOTAL;100
Hombres;Andalucía;Otras enfermedades del corazón;Sí;4,2
Hombres;Andalucía;Otras enfermedades del corazón;No;95,8
Hombres;Andalucía;Varices en las piernas;TOTAL;100
Hombres;Andalucía;Varices en las piernas;Sí;2,81
Hombres;Andalucía;Varices en las piernas;No;97,19
Hombres;Andalucía;Artrosis (excluyendo artritis);TOTAL;100
Hombres;Andalucía;Artrosis (excluyendo artritis);Sí;5,95
Hombres;Andalucía;Artrosis (excluyendo artritis);No;94,05
Hombres;Andalucía;Dolor de espalda crónico (cervical);TOTAL;100
Hombres;Andalucía;Dolor de espalda crónico (cervical);Sí;5,54
Hombres;Andalucía;Dolor de espalda crónico (cervical);No;94,46
Hombres;Andalucía;Dolor de espalda crónico (lumbar);TOTAL;100
Hombres;Andalucía;Dolor de espalda crónico (lumbar);Sí;7,31
Hombres;Andalucía;Dolor de espalda crónico (lumbar);No;92,69
Hombres;Andalucía;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Hombres;Andalucía;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;7,85
Hombres;Andalucía;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;92,15
Hombres;Andalucía;Asma (incluida asma alérgica);TOTAL;100
Hombres;Andalucía;Asma (incluida asma alérgica);Sí;3,16
Hombres;Andalucía;Asma (incluida asma alérgica);No;96,84
Hombres;Andalucía;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Hombres;Andalucía;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;2,13
Hombres;Andalucía;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;97,87
Hombres;Andalucía;Diabetes;TOTAL;100
Hombres;Andalucía;Diabetes;Sí;8,49
Hombres;Andalucía;Diabetes;No;91,51
Hombres;Andalucía;Úlcera de estómago o duodeno;TOTAL;100
Hombres;Andalucía;Úlcera de estómago o duodeno;Sí;1,21
Hombres;Andalucía;Úlcera de estómago o duodeno;No;98,79
Hombres;Andalucía;Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Hombres;Andalucía;Incontinencia urinaria o problemas de control de la orina;Sí;1,47
Hombres;Andalucía;Incontinencia urinaria o problemas de control de la orina;No;98,53
Hombres;Andalucía;Colesterol alto;TOTAL;100
Hombres;Andalucía;Colesterol alto;Sí;12,87
Hombres;Andalucía;Colesterol alto;No;87,13
Hombres;Andalucía;Cataratas;TOTAL;100
Hombres;Andalucía;Cataratas;Sí;2,91
Hombres;Andalucía;Cataratas;No;97,09
Hombres;Andalucía;Problemas crónicos de piel;TOTAL;100
Hombres;Andalucía;Problemas crónicos de piel;Sí;2,56
Hombres;Andalucía;Problemas crónicos de piel;No;97,44
Hombres;Andalucía;Estreñimiento crónico;TOTAL;100
Hombres;Andalucía;Estreñimiento crónico;Sí;0,84
Hombres;Andalucía;Estreñimiento crónico;No;99,16
Hombres;Andalucía;Cirrosis, disfunción hepática;TOTAL;100
Hombres;Andalucía;Cirrosis, disfunción hepática;Sí;0,75
Hombres;Andalucía;Cirrosis, disfunción hepática;No;99,25
Hombres;Andalucía;Depresión;TOTAL;100
Hombres;Andalucía;Depresión;Sí;3,2
Hombres;Andalucía;Depresión;No;96,8
Hombres;Andalucía;Ansiedad crónica;TOTAL;100
Hombres;Andalucía;Ansiedad crónica;Sí;3,2
Hombres;Andalucía;Ansiedad crónica;No;96,8
Hombres;Andalucía;Otros problemas mentales;TOTAL;100
Hombres;Andalucía;Otros problemas mentales;Sí;1,19
Hombres;Andalucía;Otros problemas mentales;No;98,81
Hombres;Andalucía;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Hombres;Andalucía;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,8
Hombres;Andalucía;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,2
Hombres;Andalucía;Migraña o dolor de cabeza frecuente;TOTAL;100
Hombres;Andalucía;Migraña o dolor de cabeza frecuente;Sí;2,07
Hombres;Andalucía;Migraña o dolor de cabeza frecuente;No;97,93
Hombres;Andalucía;Hemorroides;TOTAL;100
Hombres;Andalucía;Hemorroides;Sí;1,64
Hombres;Andalucía;Hemorroides;No;98,36
Hombres;Andalucía;Tumores malignos;TOTAL;100
Hombres;Andalucía;Tumores malignos;Sí;0,87
Hombres;Andalucía;Tumores malignos;No;99,13
Hombres;Andalucía;Osteoporosis;TOTAL;100
Hombres;Andalucía;Osteoporosis;Sí;0,46
Hombres;Andalucía;Osteoporosis;No;99,54
Hombres;Andalucía;Problemas de tiroides;TOTAL;100
Hombres;Andalucía;Problemas de tiroides;Sí;1,11
Hombres;Andalucía;Problemas de tiroides;No;98,89
Hombres;Andalucía;Problemas de riñón;TOTAL;100
Hombres;Andalucía;Problemas de riñón;Sí;2,21
Hombres;Andalucía;Problemas de riñón;No;97,79
Hombres;Andalucía;Problemas de próstata (solo hombres);TOTAL;100
Hombres;Andalucía;Problemas de próstata (solo hombres);Sí;4,09
Hombres;Andalucía;Problemas de próstata (solo hombres);No;95,91
Hombres;Andalucía;Problemas del periodo menopáusico (solo mujeres);TOTAL;0
Hombres;Andalucía;Problemas del periodo menopáusico (solo mujeres);Sí;0
Hombres;Andalucía;Problemas del periodo menopáusico (solo mujeres);No;0
Hombres;Andalucía;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Hombres;Andalucía;Lesiones o defectos permanentes causados por un accidente;Sí;1,27
Hombres;Andalucía;Lesiones o defectos permanentes causados por un accidente;No;98,73
Hombres;Aragón;Tensión alta;TOTAL;100
Hombres;Aragón;Tensión alta;Sí;21,38
Hombres;Aragón;Tensión alta;No;78,43
Hombres;Aragón;Infarto de miocardio;TOTAL;100
Hombres;Aragón;Infarto de miocardio;Sí;0,53
Hombres;Aragón;Infarto de miocardio;No;99,47
Hombres;Aragón;Angina de pecho, enfermedad coronaria;TOTAL;100
Hombres;Aragón;Angina de pecho, enfermedad coronaria;Sí;1,04
Hombres;Aragón;Angina de pecho, enfermedad coronaria;No;98,96
Hombres;Aragón;Otras enfermedades del corazón;TOTAL;100
Hombres;Aragón;Otras enfermedades del corazón;Sí;3,98
Hombres;Aragón;Otras enfermedades del corazón;No;96,02
Hombres;Aragón;Varices en las piernas;TOTAL;100
Hombres;Aragón;Varices en las piernas;Sí;2,58
Hombres;Aragón;Varices en las piernas;No;97,42
Hombres;Aragón;Artrosis (excluyendo artritis);TOTAL;100
Hombres;Aragón;Artrosis (excluyendo artritis);Sí;10,35
Hombres;Aragón;Artrosis (excluyendo artritis);No;89,65
Hombres;Aragón;Dolor de espalda crónico (cervical);TOTAL;100
Hombres;Aragón;Dolor de espalda crónico (cervical);Sí;5,91
Hombres;Aragón;Dolor de espalda crónico (cervical);No;94,09
Hombres;Aragón;Dolor de espalda crónico (lumbar);TOTAL;100
Hombres;Aragón;Dolor de espalda crónico (lumbar);Sí;10,33
Hombres;Aragón;Dolor de espalda crónico (lumbar);No;89,67
Hombres;Aragón;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Hombres;Aragón;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;8,22
Hombres;Aragón;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;91,78
Hombres;Aragón;Asma (incluida asma alérgica);TOTAL;100
Hombres;Aragón;Asma (incluida asma alérgica);Sí;1,22
Hombres;Aragón;Asma (incluida asma alérgica);No;98,78
Hombres;Aragón;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Hombres;Aragón;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;2,37
Hombres;Aragón;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;97,63
Hombres;Aragón;Diabetes;TOTAL;100
Hombres;Aragón;Diabetes;Sí;7,26
Hombres;Aragón;Diabetes;No;92,74
Hombres;Aragón;Úlcera de estómago o duodeno;TOTAL;100
Hombres;Aragón;Úlcera de estómago o duodeno;Sí;0,62
Hombres;Aragón;Úlcera de estómago o duodeno;No;99,38
Hombres;Aragón;Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Hombres;Aragón;Incontinencia urinaria o problemas de control de la orina;Sí;3,76
Hombres;Aragón;Incontinencia urinaria o problemas de control de la orina;No;96,24
Hombres;Aragón;Colesterol alto;TOTAL;100
Hombres;Aragón;Colesterol alto;Sí;18
Hombres;Aragón;Colesterol alto;No;82
Hombres;Aragón;Cataratas;TOTAL;100
Hombres;Aragón;Cataratas;Sí;3,95
Hombres;Aragón;Cataratas;No;96,05
Hombres;Aragón;Problemas crónicos de piel;TOTAL;100
Hombres;Aragón;Problemas crónicos de piel;Sí;3,92
Hombres;Aragón;Problemas crónicos de piel;No;96,08
Hombres;Aragón;Estreñimiento crónico;TOTAL;100
Hombres;Aragón;Estreñimiento crónico;Sí;1,55
Hombres;Aragón;Estreñimiento crónico;No;98,45
Hombres;Aragón;Cirrosis, disfunción hepática;TOTAL;100
Hombres;Aragón;Cirrosis, disfunción hepática;Sí;0,19
Hombres;Aragón;Cirrosis, disfunción hepática;No;99,81
Hombres;Aragón;Depresión;TOTAL;100
Hombres;Aragón;Depresión;Sí;2,22
Hombres;Aragón;Depresión;No;97,78
Hombres;Aragón;Ansiedad crónica;TOTAL;100
Hombres;Aragón;Ansiedad crónica;Sí;2,68
Hombres;Aragón;Ansiedad crónica;No;97,32
Hombres;Aragón;Otros problemas mentales;TOTAL;100
Hombres;Aragón;Otros problemas mentales;Sí;1,34
Hombres;Aragón;Otros problemas mentales;No;98,66
Hombres;Aragón;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Hombres;Aragón;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,73
Hombres;Aragón;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,27
Hombres;Aragón;Migraña o dolor de cabeza frecuente;TOTAL;100
Hombres;Aragón;Migraña o dolor de cabeza frecuente;Sí;1,88
Hombres;Aragón;Migraña o dolor de cabeza frecuente;No;98,12
Hombres;Aragón;Hemorroides;TOTAL;100
Hombres;Aragón;Hemorroides;Sí;2,28
Hombres;Aragón;Hemorroides;No;97,72
Hombres;Aragón;Tumores malignos;TOTAL;100
Hombres;Aragón;Tumores malignos;Sí;1,61
Hombres;Aragón;Tumores malignos;No;98,39
Hombres;Aragón;Osteoporosis;TOTAL;100
Hombres;Aragón;Osteoporosis;Sí;2
Hombres;Aragón;Osteoporosis;No;98
Hombres;Aragón;Problemas de tiroides;TOTAL;100
Hombres;Aragón;Problemas de tiroides;Sí;1,72
Hombres;Aragón;Problemas de tiroides;No;98,28
Hombres;Aragón;Problemas de riñón;TOTAL;100
Hombres;Aragón;Problemas de riñón;Sí;1,19
Hombres;Aragón;Problemas de riñón;No;98,81
Hombres;Aragón;Problemas de próstata (solo hombres);TOTAL;100
Hombres;Aragón;Problemas de próstata (solo hombres);Sí;7,62
Hombres;Aragón;Problemas de próstata (solo hombres);No;92,38
Hombres;Aragón;Problemas del periodo menopáusico (solo mujeres);TOTAL;0
Hombres;Aragón;Problemas del periodo menopáusico (solo mujeres);Sí;0
Hombres;Aragón;Problemas del periodo menopáusico (solo mujeres);No;0
Hombres;Aragón;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Hombres;Aragón;Lesiones o defectos permanentes causados por un accidente;Sí;0,37
Hombres;Aragón;Lesiones o defectos permanentes causados por un accidente;No;99,63
Hombres;Asturias (Principado de);Tensión alta;TOTAL;100
Hombres;Asturias (Principado de);Tensión alta;Sí;17,04
Hombres;Asturias (Principado de);Tensión alta;No;80,7
Hombres;Asturias (Principado de);Infarto de miocardio;TOTAL;100
Hombres;Asturias (Principado de);Infarto de miocardio;Sí;0,47
Hombres;Asturias (Principado de);Infarto de miocardio;No;99,53
Hombres;Asturias (Principado de);Angina de pecho, enfermedad coronaria;TOTAL;100
Hombres;Asturias (Principado de);Angina de pecho, enfermedad coronaria;Sí;1,13
Hombres;Asturias (Principado de);Angina de pecho, enfermedad coronaria;No;98,87
Hombres;Asturias (Principado de);Otras enfermedades del corazón;TOTAL;100
Hombres;Asturias (Principado de);Otras enfermedades del corazón;Sí;2,86
Hombres;Asturias (Principado de);Otras enfermedades del corazón;No;97,14
Hombres;Asturias (Principado de);Varices en las piernas;TOTAL;100
Hombres;Asturias (Principado de);Varices en las piernas;Sí;6,65
Hombres;Asturias (Principado de);Varices en las piernas;No;93,35
Hombres;Asturias (Principado de);Artrosis (excluyendo artritis);TOTAL;100
Hombres;Asturias (Principado de);Artrosis (excluyendo artritis);Sí;20,68
Hombres;Asturias (Principado de);Artrosis (excluyendo artritis);No;79,32
Hombres;Asturias (Principado de);Dolor de espalda crónico (cervical);TOTAL;100
Hombres;Asturias (Principado de);Dolor de espalda crónico (cervical);Sí;15,29
Hombres;Asturias (Principado de);Dolor de espalda crónico (cervical);No;84,71
Hombres;Asturias (Principado de);Dolor de espalda crónico (lumbar);TOTAL;100
Hombres;Asturias (Principado de);Dolor de espalda crónico (lumbar);Sí;18,23
Hombres;Asturias (Principado de);Dolor de espalda crónico (lumbar);No;81,77
Hombres;Asturias (Principado de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Hombres;Asturias (Principado de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;8,88
Hombres;Asturias (Principado de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;91,12
Hombres;Asturias (Principado de);Asma (incluida asma alérgica);TOTAL;100
Hombres;Asturias (Principado de);Asma (incluida asma alérgica);Sí;4,87
Hombres;Asturias (Principado de);Asma (incluida asma alérgica);No;95,13
Hombres;Asturias (Principado de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Hombres;Asturias (Principado de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;3,98
Hombres;Asturias (Principado de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;96,02
Hombres;Asturias (Principado de);Diabetes;TOTAL;100
Hombres;Asturias (Principado de);Diabetes;Sí;7,62
Hombres;Asturias (Principado de);Diabetes;No;92,38
Hombres;Asturias (Principado de);Úlcera de estómago o duodeno;TOTAL;100
Hombres;Asturias (Principado de);Úlcera de estómago o duodeno;Sí;2,36
Hombres;Asturias (Principado de);Úlcera de estómago o duodeno;No;97,64
Hombres;Asturias (Principado de);Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Hombres;Asturias (Principado de);Incontinencia urinaria o problemas de control de la orina;Sí;3,66
Hombres;Asturias (Principado de);Incontinencia urinaria o problemas de control de la orina;No;96,34
Hombres;Asturias (Principado de);Colesterol alto;TOTAL;100
Hombres;Asturias (Principado de);Colesterol alto;Sí;20,12
Hombres;Asturias (Principado de);Colesterol alto;No;79,88
Hombres;Asturias (Principado de);Cataratas;TOTAL;100
Hombres;Asturias (Principado de);Cataratas;Sí;6,25
Hombres;Asturias (Principado de);Cataratas;No;93,75
Hombres;Asturias (Principado de);Problemas crónicos de piel;TOTAL;100
Hombres;Asturias (Principado de);Problemas crónicos de piel;Sí;4,44
Hombres;Asturias (Principado de);Problemas crónicos de piel;No;95,56
Hombres;Asturias (Principado de);Estreñimiento crónico;TOTAL;100
Hombres;Asturias (Principado de);Estreñimiento crónico;Sí;2,13
Hombres;Asturias (Principado de);Estreñimiento crónico;No;97,87
Hombres;Asturias (Principado de);Cirrosis, disfunción hepática;TOTAL;100
Hombres;Asturias (Principado de);Cirrosis, disfunción hepática;Sí;0,94
Hombres;Asturias (Principado de);Cirrosis, disfunción hepática;No;99,06
Hombres;Asturias (Principado de);Depresión;TOTAL;100
Hombres;Asturias (Principado de);Depresión;Sí;5,16
Hombres;Asturias (Principado de);Depresión;No;94,84
Hombres;Asturias (Principado de);Ansiedad crónica;TOTAL;100
Hombres;Asturias (Principado de);Ansiedad crónica;Sí;3,91
Hombres;Asturias (Principado de);Ansiedad crónica;No;96,09
Hombres;Asturias (Principado de);Otros problemas mentales;TOTAL;100
Hombres;Asturias (Principado de);Otros problemas mentales;Sí;2,25
Hombres;Asturias (Principado de);Otros problemas mentales;No;97,75
Hombres;Asturias (Principado de);Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Hombres;Asturias (Principado de);Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,49
Hombres;Asturias (Principado de);Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,51
Hombres;Asturias (Principado de);Migraña o dolor de cabeza frecuente;TOTAL;100
Hombres;Asturias (Principado de);Migraña o dolor de cabeza frecuente;Sí;2,55
Hombres;Asturias (Principado de);Migraña o dolor de cabeza frecuente;No;97,45
Hombres;Asturias (Principado de);Hemorroides;TOTAL;100
Hombres;Asturias (Principado de);Hemorroides;Sí;3,66
Hombres;Asturias (Principado de);Hemorroides;No;96,34
