Sexo	Total Nacional	Comunidades y Ciudades Autónomas	Enfermedades	Sí o no	Total
Ambos sexos	Total	Comunitat Valenciana	Osteoporosis	No	95.07
Ambos sexos	Total	Comunitat Valenciana	Problemas de tiroides	TOTAL	100
Ambos sexos	Total	Comunitat Valenciana	Problemas de tiroides	Sí	5.45
Ambos sexos	Total	Comunitat Valenciana	Problemas de tiroides	No	94.55
Ambos sexos	Total	Comunitat Valenciana	Problemas de riñón	TOTAL	100
Ambos sexos	Total	Comunitat Valenciana	Problemas de riñón	Sí	2.11
Ambos sexos	Total	Comunitat Valenciana	Problemas de riñón	No	97.89
Ambos sexos	Total	Comunitat Valenciana	Problemas de próstata (solo hombres)	TOTAL	0
Ambos sexos	Total	Comunitat Valenciana	Problemas de próstata (solo hombres)	Sí	0
Ambos sexos	Total	Comunitat Valenciana	Problemas de próstata (solo hombres)	No	0
Ambos sexos	Total	Comunitat Valenciana	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Ambos sexos	Total	Comunitat Valenciana	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Ambos sexos	Total	Comunitat Valenciana	Problemas del periodo menopáusico (solo mujeres)	No	0
Ambos sexos	Total	Comunitat Valenciana	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Ambos sexos	Total	Comunitat Valenciana	Lesiones o defectos permanentes causados por un accidente	Sí	3.88
Ambos sexos	Total	Comunitat Valenciana	Lesiones o defectos permanentes causados por un accidente	No	96.12
Ambos sexos	Total	Extremadura	Tensión alta	TOTAL	100
Ambos sexos	Total	Extremadura	Tensión alta	Sí	21.46
Ambos sexos	Total	Extremadura	Tensión alta	No	78.33
Ambos sexos	Total	Extremadura	Infarto de miocardio	TOTAL	100
Ambos sexos	Total	Extremadura	Infarto de miocardio	Sí	0.13
Ambos sexos	Total	Extremadura	Infarto de miocardio	No	99.87
Ambos sexos	Total	Extremadura	Angina de pecho. enfermedad coronaria	TOTAL	100
Ambos sexos	Total	Extremadura	Angina de pecho. enfermedad coronaria	Sí	1
Ambos sexos	Total	Extremadura	Angina de pecho. enfermedad coronaria	No	99
Ambos sexos	Total	Extremadura	Otras enfermedades del corazón	TOTAL	100
Ambos sexos	Total	Extremadura	Otras enfermedades del corazón	Sí	3.77
Ambos sexos	Total	Extremadura	Otras enfermedades del corazón	No	96.23
Ambos sexos	Total	Extremadura	Varices en las piernas	TOTAL	100
Ambos sexos	Total	Extremadura	Varices en las piernas	Sí	8.78
Ambos sexos	Total	Extremadura	Varices en las piernas	No	91.22
Ambos sexos	Total	Extremadura	Artrosis (excluyendo artritis)	TOTAL	100
Ambos sexos	Total	Extremadura	Artrosis (excluyendo artritis)	Sí	14.09
Ambos sexos	Total	Extremadura	Artrosis (excluyendo artritis)	No	85.91
Ambos sexos	Total	Extremadura	Dolor de espalda crónico (cervical)	TOTAL	100
Ambos sexos	Total	Extremadura	Dolor de espalda crónico (cervical)	Sí	12.08
Ambos sexos	Total	Extremadura	Dolor de espalda crónico (cervical)	No	87.92
Ambos sexos	Total	Extremadura	Dolor de espalda crónico (lumbar)	TOTAL	100
Ambos sexos	Total	Extremadura	Dolor de espalda crónico (lumbar)	Sí	13.74
Ambos sexos	Total	Extremadura	Dolor de espalda crónico (lumbar)	No	86.26
Ambos sexos	Total	Extremadura	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Ambos sexos	Total	Extremadura	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	9.13
Ambos sexos	Total	Extremadura	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	90.87
Ambos sexos	Total	Extremadura	Asma (incluida asma alérgica)	TOTAL	100
Ambos sexos	Total	Extremadura	Asma (incluida asma alérgica)	Sí	3.04
Ambos sexos	Total	Extremadura	Asma (incluida asma alérgica)	No	96.96
Ambos sexos	Total	Extremadura	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Ambos sexos	Total	Extremadura	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	2.32
Ambos sexos	Total	Extremadura	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	97.68
Ambos sexos	Total	Extremadura	Diabetes	TOTAL	100
Ambos sexos	Total	Extremadura	Diabetes	Sí	8.22
Ambos sexos	Total	Extremadura	Diabetes	No	91.78
Ambos sexos	Total	Extremadura	Úlcera de estómago o duodeno	TOTAL	100
Ambos sexos	Total	Extremadura	Úlcera de estómago o duodeno	Sí	0.81
Ambos sexos	Total	Extremadura	Úlcera de estómago o duodeno	No	99.19
Ambos sexos	Total	Extremadura	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Ambos sexos	Total	Extremadura	Incontinencia urinaria o problemas de control de la orina	Sí	1.83
Ambos sexos	Total	Extremadura	Incontinencia urinaria o problemas de control de la orina	No	98.17
Ambos sexos	Total	Extremadura	Colesterol alto	TOTAL	100
Ambos sexos	Total	Extremadura	Colesterol alto	Sí	16.64
Ambos sexos	Total	Extremadura	Colesterol alto	No	83.36
Ambos sexos	Total	Extremadura	Cataratas	TOTAL	100
Ambos sexos	Total	Extremadura	Cataratas	Sí	3.16
Ambos sexos	Total	Extremadura	Cataratas	No	96.84
Ambos sexos	Total	Extremadura	Problemas crónicos de piel	TOTAL	100
Ambos sexos	Total	Extremadura	Problemas crónicos de piel	Sí	1.87
Ambos sexos	Total	Extremadura	Problemas crónicos de piel	No	98.13
Ambos sexos	Total	Extremadura	Estreñimiento crónico	TOTAL	100
Ambos sexos	Total	Extremadura	Estreñimiento crónico	Sí	0.91
Ambos sexos	Total	Extremadura	Estreñimiento crónico	No	99.09
Ambos sexos	Total	Extremadura	Cirrosis. disfunción hepática	TOTAL	100
Ambos sexos	Total	Extremadura	Cirrosis. disfunción hepática	Sí	0.2
Ambos sexos	Total	Extremadura	Cirrosis. disfunción hepática	No	99.8
Ambos sexos	Total	Extremadura	Depresión	TOTAL	100
Ambos sexos	Total	Extremadura	Depresión	Sí	4.31
Ambos sexos	Total	Extremadura	Depresión	No	95.69
Ambos sexos	Total	Extremadura	Ansiedad crónica	TOTAL	100
Ambos sexos	Total	Extremadura	Ansiedad crónica	Sí	4.3
Ambos sexos	Total	Extremadura	Ansiedad crónica	No	95.7
Ambos sexos	Total	Extremadura	Otros problemas mentales	TOTAL	100
Ambos sexos	Total	Extremadura	Otros problemas mentales	Sí	1.14
Ambos sexos	Total	Extremadura	Otros problemas mentales	No	98.86
Ambos sexos	Total	Extremadura	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Ambos sexos	Total	Extremadura	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0.28
Ambos sexos	Total	Extremadura	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99.72
Ambos sexos	Total	Extremadura	Migraña o dolor de cabeza frecuente	TOTAL	100
Ambos sexos	Total	Extremadura	Migraña o dolor de cabeza frecuente	Sí	5.66
Ambos sexos	Total	Extremadura	Migraña o dolor de cabeza frecuente	No	94.34
Ambos sexos	Total	Extremadura	Hemorroides	TOTAL	100
Ambos sexos	Total	Extremadura	Hemorroides	Sí	1.48
Ambos sexos	Total	Extremadura	Hemorroides	No	98.52
Ambos sexos	Total	Extremadura	Tumores malignos	TOTAL	100
Ambos sexos	Total	Extremadura	Tumores malignos	Sí	1.51
Ambos sexos	Total	Extremadura	Tumores malignos	No	98.49
Ambos sexos	Total	Extremadura	Osteoporosis	TOTAL	100
Ambos sexos	Total	Extremadura	Osteoporosis	Sí	2.3
Ambos sexos	Total	Extremadura	Osteoporosis	No	97.7
Ambos sexos	Total	Extremadura	Problemas de tiroides	TOTAL	100
Ambos sexos	Total	Extremadura	Problemas de tiroides	Sí	6.31
Ambos sexos	Total	Extremadura	Problemas de tiroides	No	93.69
Ambos sexos	Total	Extremadura	Problemas de riñón	TOTAL	100
Ambos sexos	Total	Extremadura	Problemas de riñón	Sí	1.88
Ambos sexos	Total	Extremadura	Problemas de riñón	No	98.12
Ambos sexos	Total	Extremadura	Problemas de próstata (solo hombres)	TOTAL	0
Ambos sexos	Total	Extremadura	Problemas de próstata (solo hombres)	Sí	0
Ambos sexos	Total	Extremadura	Problemas de próstata (solo hombres)	No	0
Ambos sexos	Total	Extremadura	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Ambos sexos	Total	Extremadura	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Ambos sexos	Total	Extremadura	Problemas del periodo menopáusico (solo mujeres)	No	0
Ambos sexos	Total	Extremadura	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Ambos sexos	Total	Extremadura	Lesiones o defectos permanentes causados por un accidente	Sí	1.09
Ambos sexos	Total	Extremadura	Lesiones o defectos permanentes causados por un accidente	No	98.91
Ambos sexos	Total	Galicia	Tensión alta	TOTAL	100
Ambos sexos	Total	Galicia	Tensión alta	Sí	20.72
Ambos sexos	Total	Galicia	Tensión alta	No	78.55
Ambos sexos	Total	Galicia	Infarto de miocardio	TOTAL	100
Ambos sexos	Total	Galicia	Infarto de miocardio	Sí	1.06
Ambos sexos	Total	Galicia	Infarto de miocardio	No	98.94
Ambos sexos	Total	Galicia	Angina de pecho. enfermedad coronaria	TOTAL	100
Ambos sexos	Total	Galicia	Angina de pecho. enfermedad coronaria	Sí	1.21
Ambos sexos	Total	Galicia	Angina de pecho. enfermedad coronaria	No	98.79
Ambos sexos	Total	Galicia	Otras enfermedades del corazón	TOTAL	100
Ambos sexos	Total	Galicia	Otras enfermedades del corazón	Sí	5.73
Ambos sexos	Total	Galicia	Otras enfermedades del corazón	No	94.27
Ambos sexos	Total	Galicia	Varices en las piernas	TOTAL	100
Ambos sexos	Total	Galicia	Varices en las piernas	Sí	9.97
Ambos sexos	Total	Galicia	Varices en las piernas	No	90.03
Ambos sexos	Total	Galicia	Artrosis (excluyendo artritis)	TOTAL	100
Ambos sexos	Total	Galicia	Artrosis (excluyendo artritis)	Sí	20.09
Ambos sexos	Total	Galicia	Artrosis (excluyendo artritis)	No	79.91
Ambos sexos	Total	Galicia	Dolor de espalda crónico (cervical)	TOTAL	100
Ambos sexos	Total	Galicia	Dolor de espalda crónico (cervical)	Sí	22.42
Ambos sexos	Total	Galicia	Dolor de espalda crónico (cervical)	No	77.58
Ambos sexos	Total	Galicia	Dolor de espalda crónico (lumbar)	TOTAL	100
Ambos sexos	Total	Galicia	Dolor de espalda crónico (lumbar)	Sí	25.09
Ambos sexos	Total	Galicia	Dolor de espalda crónico (lumbar)	No	74.91
Ambos sexos	Total	Galicia	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Ambos sexos	Total	Galicia	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	14.72
Ambos sexos	Total	Galicia	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	85.28
Ambos sexos	Total	Galicia	Asma (incluida asma alérgica)	TOTAL	100
Ambos sexos	Total	Galicia	Asma (incluida asma alérgica)	Sí	6.09
Ambos sexos	Total	Galicia	Asma (incluida asma alérgica)	No	93.91
Ambos sexos	Total	Galicia	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Ambos sexos	Total	Galicia	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	5.6
Ambos sexos	Total	Galicia	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	94.4
Ambos sexos	Total	Galicia	Diabetes	TOTAL	100
Ambos sexos	Total	Galicia	Diabetes	Sí	7.33
Ambos sexos	Total	Galicia	Diabetes	No	92.67
Ambos sexos	Total	Galicia	Úlcera de estómago o duodeno	TOTAL	100
Ambos sexos	Total	Galicia	Úlcera de estómago o duodeno	Sí	2.66
Ambos sexos	Total	Galicia	Úlcera de estómago o duodeno	No	97.34
Ambos sexos	Total	Galicia	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Ambos sexos	Total	Galicia	Incontinencia urinaria o problemas de control de la orina	Sí	5.56
Ambos sexos	Total	Galicia	Incontinencia urinaria o problemas de control de la orina	No	94.44
Ambos sexos	Total	Galicia	Colesterol alto	TOTAL	100
Ambos sexos	Total	Galicia	Colesterol alto	Sí	20.98
Ambos sexos	Total	Galicia	Colesterol alto	No	79.02
Ambos sexos	Total	Galicia	Cataratas	TOTAL	100
Ambos sexos	Total	Galicia	Cataratas	Sí	6.04
Ambos sexos	Total	Galicia	Cataratas	No	93.96
Ambos sexos	Total	Galicia	Problemas crónicos de piel	TOTAL	100
Ambos sexos	Total	Galicia	Problemas crónicos de piel	Sí	8.4
Ambos sexos	Total	Galicia	Problemas crónicos de piel	No	91.6
Ambos sexos	Total	Galicia	Estreñimiento crónico	TOTAL	100
Ambos sexos	Total	Galicia	Estreñimiento crónico	Sí	3.76
Ambos sexos	Total	Galicia	Estreñimiento crónico	No	96.24
Ambos sexos	Total	Galicia	Cirrosis. disfunción hepática	TOTAL	100
Ambos sexos	Total	Galicia	Cirrosis. disfunción hepática	Sí	0.74
Ambos sexos	Total	Galicia	Cirrosis. disfunción hepática	No	99.26
Ambos sexos	Total	Galicia	Depresión	TOTAL	100
Ambos sexos	Total	Galicia	Depresión	Sí	8.19
Ambos sexos	Total	Galicia	Depresión	No	91.81
Ambos sexos	Total	Galicia	Ansiedad crónica	TOTAL	100
Ambos sexos	Total	Galicia	Ansiedad crónica	Sí	9.32
Ambos sexos	Total	Galicia	Ansiedad crónica	No	90.68
Ambos sexos	Total	Galicia	Otros problemas mentales	TOTAL	100
Ambos sexos	Total	Galicia	Otros problemas mentales	Sí	2.42
Ambos sexos	Total	Galicia	Otros problemas mentales	No	97.58
Ambos sexos	Total	Galicia	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Ambos sexos	Total	Galicia	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	1
Ambos sexos	Total	Galicia	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99
Ambos sexos	Total	Galicia	Migraña o dolor de cabeza frecuente	TOTAL	100
Ambos sexos	Total	Galicia	Migraña o dolor de cabeza frecuente	Sí	10.3
Ambos sexos	Total	Galicia	Migraña o dolor de cabeza frecuente	No	89.7
Ambos sexos	Total	Galicia	Hemorroides	TOTAL	100
Ambos sexos	Total	Galicia	Hemorroides	Sí	3.6
Ambos sexos	Total	Galicia	Hemorroides	No	96.4
Ambos sexos	Total	Galicia	Tumores malignos	TOTAL	100
Ambos sexos	Total	Galicia	Tumores malignos	Sí	2.4
Ambos sexos	Total	Galicia	Tumores malignos	No	97.6
Ambos sexos	Total	Galicia	Osteoporosis	TOTAL	100
Ambos sexos	Total	Galicia	Osteoporosis	Sí	5.03
Ambos sexos	Total	Galicia	Osteoporosis	No	94.97
Ambos sexos	Total	Galicia	Problemas de tiroides	TOTAL	100
Ambos sexos	Total	Galicia	Problemas de tiroides	Sí	5.69
Ambos sexos	Total	Galicia	Problemas de tiroides	No	94.31
Ambos sexos	Total	Galicia	Problemas de riñón	TOTAL	100
Ambos sexos	Total	Galicia	Problemas de riñón	Sí	3.15
Ambos sexos	Total	Galicia	Problemas de riñón	No	96.85
Ambos sexos	Total	Galicia	Problemas de próstata (solo hombres)	TOTAL	0
Ambos sexos	Total	Galicia	Problemas de próstata (solo hombres)	Sí	0
Ambos sexos	Total	Galicia	Problemas de próstata (solo hombres)	No	0
Ambos sexos	Total	Galicia	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Ambos sexos	Total	Galicia	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Ambos sexos	Total	Galicia	Problemas del periodo menopáusico (solo mujeres)	No	0
Ambos sexos	Total	Galicia	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Ambos sexos	Total	Galicia	Lesiones o defectos permanentes causados por un accidente	Sí	7.37
Ambos sexos	Total	Galicia	Lesiones o defectos permanentes causados por un accidente	No	92.63
Ambos sexos	Total	Madrid (Comunidad de)	Tensión alta	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Tensión alta	Sí	17.44
Ambos sexos	Total	Madrid (Comunidad de)	Tensión alta	No	82.37
Ambos sexos	Total	Madrid (Comunidad de)	Infarto de miocardio	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Infarto de miocardio	Sí	0.62
Ambos sexos	Total	Madrid (Comunidad de)	Infarto de miocardio	No	99.38
Ambos sexos	Total	Madrid (Comunidad de)	Angina de pecho. enfermedad coronaria	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Angina de pecho. enfermedad coronaria	Sí	0.43
Ambos sexos	Total	Madrid (Comunidad de)	Angina de pecho. enfermedad coronaria	No	99.57
Ambos sexos	Total	Madrid (Comunidad de)	Otras enfermedades del corazón	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Otras enfermedades del corazón	Sí	4.59
Ambos sexos	Total	Madrid (Comunidad de)	Otras enfermedades del corazón	No	95.41
Ambos sexos	Total	Madrid (Comunidad de)	Varices en las piernas	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Varices en las piernas	Sí	8
Ambos sexos	Total	Madrid (Comunidad de)	Varices en las piernas	No	92
Ambos sexos	Total	Madrid (Comunidad de)	Artrosis (excluyendo artritis)	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Artrosis (excluyendo artritis)	Sí	13.84
Ambos sexos	Total	Madrid (Comunidad de)	Artrosis (excluyendo artritis)	No	86.16
Ambos sexos	Total	Madrid (Comunidad de)	Dolor de espalda crónico (cervical)	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Dolor de espalda crónico (cervical)	Sí	9.05
Ambos sexos	Total	Madrid (Comunidad de)	Dolor de espalda crónico (cervical)	No	90.95
Ambos sexos	Total	Madrid (Comunidad de)	Dolor de espalda crónico (lumbar)	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Dolor de espalda crónico (lumbar)	Sí	11.63
Ambos sexos	Total	Madrid (Comunidad de)	Dolor de espalda crónico (lumbar)	No	88.37
Ambos sexos	Total	Madrid (Comunidad de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	15.7
Ambos sexos	Total	Madrid (Comunidad de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	84.3
Ambos sexos	Total	Madrid (Comunidad de)	Asma (incluida asma alérgica)	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Asma (incluida asma alérgica)	Sí	4.53
Ambos sexos	Total	Madrid (Comunidad de)	Asma (incluida asma alérgica)	No	95.47
Ambos sexos	Total	Madrid (Comunidad de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	2.68
Ambos sexos	Total	Madrid (Comunidad de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	97.32
Ambos sexos	Total	Madrid (Comunidad de)	Diabetes	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Diabetes	Sí	6.64
Ambos sexos	Total	Madrid (Comunidad de)	Diabetes	No	93.36
Ambos sexos	Total	Madrid (Comunidad de)	Úlcera de estómago o duodeno	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Úlcera de estómago o duodeno	Sí	1.56
Ambos sexos	Total	Madrid (Comunidad de)	Úlcera de estómago o duodeno	No	98.44
Ambos sexos	Total	Madrid (Comunidad de)	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Incontinencia urinaria o problemas de control de la orina	Sí	2.76
Ambos sexos	Total	Madrid (Comunidad de)	Incontinencia urinaria o problemas de control de la orina	No	97.24
Ambos sexos	Total	Madrid (Comunidad de)	Colesterol alto	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Colesterol alto	Sí	14.5
Ambos sexos	Total	Madrid (Comunidad de)	Colesterol alto	No	85.5
Ambos sexos	Total	Madrid (Comunidad de)	Cataratas	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Cataratas	Sí	2.93
Ambos sexos	Total	Madrid (Comunidad de)	Cataratas	No	97.07
Ambos sexos	Total	Madrid (Comunidad de)	Problemas crónicos de piel	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Problemas crónicos de piel	Sí	3.34
Ambos sexos	Total	Madrid (Comunidad de)	Problemas crónicos de piel	No	96.66
Ambos sexos	Total	Madrid (Comunidad de)	Estreñimiento crónico	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Estreñimiento crónico	Sí	2.79
Ambos sexos	Total	Madrid (Comunidad de)	Estreñimiento crónico	No	97.21
Ambos sexos	Total	Madrid (Comunidad de)	Cirrosis. disfunción hepática	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Cirrosis. disfunción hepática	Sí	0.47
Ambos sexos	Total	Madrid (Comunidad de)	Cirrosis. disfunción hepática	No	99.53
Ambos sexos	Total	Madrid (Comunidad de)	Depresión	TOTAL	100
Ambos sexos	Total	Madrid (Comunidad de)	Depresión	Sí	3.8
Ambos sexos	Total	Madrid (Comunidad de)	Depresión	No	96.2
